country_name,year,happiness_index,log_gdp_per_capita,social_support,healthy_life_expectancy_at_birth,freedom_to_make_life_choices,generosity,perceptions_of_corruption,positive_affect,negative_affect
Greece,2012,5.096354007720947,10.25141429901123,0.8121411204338074,70.16000366210938,0.3726104199886322,-0.30957627296447754,0.9589089751243591,0.5444107055664062,0.3515062928199768
Greece,2013,4.720251083374023,10.233183860778809,0.6866500377655029,70.23999786376953,0.4259665310382843,-0.27723783254623413,0.9413098692893982,0.5708364248275757,0.48218315839767456
Greece,2014,4.756237030029297,10.244590759277344,0.8323332071304321,70.31999969482422,0.3691563308238983,-0.29294174909591675,0.9302138090133667,0.5970151424407959,0.3854333162307739
Greece,2015,5.622519016265869,10.249216079711914,0.8348246812820435,70.4000015258789,0.5317363142967224,-0.27716487646102905,0.8239596486091614,0.6365904211997986,0.2774125337600708
Greece,2016,5.302619457244873,10.248492240905762,0.8026058673858643,70.5250015258789,0.4816168546676636,-0.26513397693634033,0.8984708189964294,0.5938278436660767,0.3362075090408325
Greece,2017,5.1482415199279785,10.261331558227539,0.7528995275497437,70.6500015258789,0.4383000135421753,-0.29474079608917236,0.8722394704818726,0.5159084796905518,0.3328307569026947
Greece,2018,5.409289360046387,10.2799072265625,0.7935007810592651,70.7750015258789,0.5644556879997253,-0.3395468294620514,0.8603023886680603,0.5636278390884399,0.2550065815448761
Greece,2019,5.952157497406006,10.299629211425781,0.8908095359802246,70.9000015258789,0.6135841012001038,-0.2931655943393707,0.8480038046836853,0.5597583651542664,0.23594646155834198
Greece,2020,5.787615776062012,10.207419395446777,0.7785365581512451,71.0250015258789,0.5646136403083801,-0.24616412818431854,0.7643245458602905,0.6293821334838867,0.32168421149253845
Greece,2021,6.104214191436768,10.29377269744873,0.8503261804580688,71.1500015258789,0.574029803276062,-0.16070719063282013,0.7518168687820435,0.6235564947128296,0.3108518719673157
Hungary,2012,4.683358192443848,10.119257926940918,0.9061139822006226,66.12000274658203,0.5692315101623535,-0.1420387476682663,0.930297315120697,0.5819487571716309,0.3153980076313019
Hungary,2013,4.914466857910156,10.139876365661621,0.8773183226585388,66.27999877929688,0.6737282872200012,-0.11878498643636703,0.9115331768989563,0.6466063261032104,0.3067241311073303
Hungary,2014,5.180563449859619,10.18402099609375,0.8447352647781372,66.44000244140625,0.49447470903396606,-0.1556605100631714,0.8553614020347595,0.5779167413711548,0.23761963844299316
Hungary,2015,5.344383239746094,10.22280216217041,0.8587338328361511,66.5999984741211,0.5577213764190674,-0.20365004241466522,0.9075303077697754,0.649912416934967,0.2445363849401474
Hungary,2016,5.448901653289795,10.24752426147461,0.8995115756988525,66.75,0.5539517402648926,-0.1927042305469513,0.9241858124732971,0.5899617075920105,0.24332576990127563
Hungary,2017,6.065038681030273,10.292015075683594,0.8767475485801697,66.9000015258789,0.6611659526824951,-0.145132914185524,0.886361300945282,0.6436054706573486,0.180921271443367
Hungary,2018,5.9357709884643555,10.345518112182617,0.9405913949012756,67.05000305175781,0.6926270723342896,-0.2486373633146286,0.9112774133682251,0.5946771502494812,0.20108288526535034
Hungary,2019,6.000259876251221,10.39346694946289,0.9465155601501465,67.19999694824219,0.798041045665741,-0.20087893307209015,0.883571445941925,0.6528927683830261,0.18034812808036804
Hungary,2020,6.038049697875977,10.349202156066895,0.9434003829956055,67.3499984741211,0.7709680795669556,-0.1273200809955597,0.8361051082611084,0.6616453528404236,0.24005194008350372
Hungary,2021,6.226647853851318,10.42286491394043,0.9478921294212341,67.5,0.7274899482727051,-0.04610445722937584,0.8315553665161133,0.6681486368179321,0.19194917380809784
Ireland,2012,6.9646453857421875,10.889922142028809,0.9617859125137329,70.33999633789062,0.9021945595741272,0.29517221450805664,0.5726322531700134,0.7213983535766602,0.23666156828403473
Ireland,2013,6.760085105895996,10.895851135253906,0.9551883339881897,70.45999908447266,0.8837720155715942,0.32450318336486816,0.558394193649292,0.744001567363739,0.2452678233385086
Ireland,2014,7.018379211425781,10.97149658203125,0.9677446484565735,70.58000183105469,0.9216295480728149,0.2566363513469696,0.40603625774383545,0.7360910773277283,0.22872304916381836
Ireland,2015,6.830125331878662,11.180142402648926,0.9529425501823425,70.69999694824219,0.89227694272995,0.22598454356193542,0.40875691175460815,0.7482663989067078,0.22534924745559692
Ireland,2016,7.040731430053711,11.188721656799316,0.9581440091133118,70.80000305175781,0.8745891451835632,0.16881060600280762,0.3985443115234375,0.744257926940918,0.21106331050395966
Ireland,2017,7.060155391693115,11.26406192779541,0.943481981754303,70.9000015258789,0.9053411483764648,0.21042630076408386,0.33708474040031433,0.7712081074714661,0.21278412640094757
Ireland,2018,6.962335586547852,11.33350658416748,0.9378623962402344,71.0,0.8614715933799744,0.1378890872001648,0.3622102439403534,0.7536033391952515,0.21305006742477417
Ireland,2019,7.254841327667236,11.372811317443848,0.9437263607978821,71.0999984741211,0.8924586772918701,0.06726673990488052,0.37280356884002686,0.7584224939346313,0.22329986095428467
Ireland,2020,7.03493070602417,11.422528266906738,0.9603110551834106,71.19999694824219,0.8820982575416565,0.00045625134953297675,0.3556327223777771,0.7526087760925293,0.24644726514816284
Ireland,2021,6.8276519775390625,11.540399551391602,0.849838137626648,71.30000305175781,0.8463441133499146,0.13115139305591583,0.36042338609695435,0.7327337265014648,0.24521057307720184
Italy,2012,5.839313983917236,10.633489608764648,0.8694866299629211,71.30000305175781,0.5700949430465698,0.10718102753162384,0.9083236455917358,0.6514341235160828,0.3876522481441498
Italy,2013,6.009373664855957,10.603315353393555,0.9162960648536682,71.4000015258789,0.4991687536239624,-0.10793859511613846,0.9426392912864685,0.7018231749534607,0.35661619901657104
Italy,2014,6.026585102081299,10.594094276428223,0.897899329662323,71.5,0.6235312223434448,-0.07051663100719452,0.919959545135498,0.6587449312210083,0.35601961612701416
Italy,2015,5.847683906555176,10.602810859680176,0.908986508846283,71.5999984741211,0.5747657418251038,-0.06984904408454895,0.9127530455589294,0.6461016535758972,0.3292090892791748
Italy,2016,5.954524040222168,10.617362022399902,0.9272128343582153,71.67500305175781,0.623741626739502,-0.08618735522031784,0.9028012156486511,0.6324813365936279,0.3391735851764679
Italy,2017,6.1988701820373535,10.635401725769043,0.9197912216186523,71.75,0.6328432559967041,-0.04070534184575081,0.8666679263114929,0.6128391623497009,0.3228461444377899
Italy,2018,6.516526699066162,10.646517753601074,0.9126561284065247,71.82499694824219,0.650009274482727,-0.026956474408507347,0.8878248333930969,0.5979762077331543,0.4029753506183624
Italy,2019,6.4454169273376465,10.66286849975586,0.8384024500846863,71.9000015258789,0.7094788551330566,-0.08811698853969574,0.8655280470848083,0.5688936114311218,0.3279600739479065
Italy,2020,6.488356113433838,10.573657989501953,0.8898240327835083,71.9749984741211,0.7181554436683655,-0.1567099392414093,0.8440945744514465,0.6138409376144409,0.3110021650791168
Italy,2021,6.466744899749756,10.646746635437012,0.8855336308479309,72.05000305175781,0.7028452157974243,-0.09614687412977219,0.8623175024986267,0.6342868208885193,0.318436861038208
Latvia,2012,5.125025272369385,10.084577560424805,0.851195216178894,64.9000015258789,0.5638117790222168,-0.04376816004514694,0.8949793577194214,0.5881388187408447,0.23222452402114868
Latvia,2013,5.069770336151123,10.115168571472168,0.834022581577301,65.19999694824219,0.6305075287818909,-0.07871425896883011,0.8365536332130432,0.6046369075775146,0.2274494171142578
Latvia,2014,5.7291154861450195,10.143428802490234,0.8812555074691772,65.5,0.6706531643867493,-0.04879751056432724,0.8036875128746033,0.604619026184082,0.22597937285900116
Latvia,2015,5.8805975914001465,10.18973159790039,0.8793724179267883,65.80000305175781,0.6563931703567505,-0.08362727612257004,0.8084003925323486,0.5592708587646484,0.22813718020915985
Latvia,2016,5.940446376800537,10.222280502319336,0.9170739650726318,65.9000015258789,0.685299277305603,-0.16303370893001556,0.8676396012306213,0.5832885503768921,0.2313835322856903
Latvia,2017,5.977817535400391,10.263731002807617,0.8950987458229065,66.0,0.6995201110839844,-0.16080741584300995,0.7983781099319458,0.5648548007011414,0.23175311088562012
Latvia,2018,5.901154041290283,10.310664176940918,0.9132763147354126,66.0999984741211,0.608207643032074,-0.21849003434181213,0.7989492416381836,0.5205519199371338,0.1918705552816391
Latvia,2019,5.969753742218018,10.342988967895508,0.9355012774467468,66.19999694824219,0.6979351043701172,-0.20037057995796204,0.7892274856567383,0.5373051166534424,0.2116306871175766
Latvia,2020,6.229008674621582,10.327725410461426,0.9280121922492981,66.30000305175781,0.8201116919517517,-0.08557433634996414,0.808821976184845,0.6735737323760986,0.20158237218856812
